Situación profesional;Población;Tipo de dato;Ramas de actividad;Niveles y Tasas;Periodo;Total
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2020T1;0,0775
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2019T4;2,3489
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2019T3;2,2416
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2019T2;2,882
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2019T1;3,1575
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2018T4;2,4456
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2018T3;2,0029
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2018T2;2,1563
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2018T1;2,1305
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2017T4;2,7154
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2017T3;2,8041
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2017T2;2,6723
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2017T1;2,3079
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2016T4;1,9604
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2016T3;2,1444
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2016T2;2,0381
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2016T1;2,4161
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2015T4;2,7545
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2015T3;3,1035
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2015T2;2,9479
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2015T1;2,7332
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2014T4;2,1609
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2014T3;1,4939
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2014T2;0,8863
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2014T1;-0,4104
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2013T4;-0,9743
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2013T3;-1,6006
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2013T2;-2,6913
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2013T1;-3,5068
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2012T4;-4,4898
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2012T3;-4,2742
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2012T2;-4,4292
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2012T1;-3,9681
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2011T4;-3,3084
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2011T3;-2,6856
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2011T2;-1,7078
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2011T1;-2,0018
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2010T4;-0,9676
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2010T3;-1,2705
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2010T2;-1,8997
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2010T1;-3,0938
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2009T4;-5,4436
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2009T3;-6,6347
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2009T2;-6,7769
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2009T1;-6,3536
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2008T4;-2,6315
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2008T3;-0,3838
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2008T2;1,1055
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2008T1;2,2528
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2007T4;2,815
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2007T3;3,2132
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2007T2;3,3753
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2007T1;3,5922
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2006T4;3,8347
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2006T3;3,8174
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2006T2;4,2193
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2006T1;4,6833
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2005T4;4,4877
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2005T3;4,7141
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2005T2;4,0805
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2005T1;3,73
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2004T4;3,8199
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2004T3;3,6655
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2004T2;3,5185
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2004T1;3,9722
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2003T4;3,5184
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2003T3;3,3262
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2003T2;3,2072
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2003T1;3,0641
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2002T4;2,6091
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2002T3;2,7153
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2002T2;2,6768
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2002T1;2,3215
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2001T4;2,8384
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2001T3;3,1131
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2001T2;3,342
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2001T1;4,0656
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2000T4;4,9855
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2000T3;5,0161
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2000T2;5,2544
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;2000T1;5,1737
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1999T4;4,4054
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1999T3;4,5228
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1999T2;4,74
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1999T1;4,542
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1998T4;4,378
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1998T3;4,6921
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1998T2;4,2846
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1998T1;4,156
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1997T4;3,8763
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1997T3;3,6231
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1997T2;3,879
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1997T1;3,5731
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1996T4;2,6274
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1996T3;1,8311
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1996T2;0,6055
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1996T1;0,7082
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1995T4;""
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1995T3;""
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1995T2;""
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;Total;Variación anual;1995T1;""
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2025T3;767,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2025T2;793,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2025T1;776,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2024T4;749,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2024T3;753,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2024T2;796
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2024T1;780,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2023T4;800,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2023T3;737,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2023T2;791,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2023T1;778,9
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2022T4;782,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2022T3;758,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2022T2;813,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2022T1;837,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2021T4;832,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2021T3;767,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2021T2;813
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2021T1;803,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2020T4;792,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2020T3;743,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2020T2;760,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2020T1;810,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2019T4;832
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2019T3;782,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2019T2;833,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2019T1;851,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2018T4;857,8
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2018T3;795,4
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2018T2;846
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2018T1;855,2
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2017T4;853,7
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2017T3;801
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2017T2;848
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2017T1;853,3
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2016T4;856,5
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2016T3;783,6
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2016T2;816,1
Ocupado/a;Personas;Datos no ajustados de estacionalidad y calendario;A Agricultura, ganadería, silvicultura y pesca;Dato base;2016T1;821,8
